RND,model,MSE,LPIPS_alex,LPIPS_vgg,LPIPS_squeeze,LPIPS_alex_norsz,LPIPS_vgg_norsz,LPIPS_squeeze_norsz
34,Delta,0.028914781,0.44015583395957947,0.49695906043052673,0.3426951766014099,0.1525736302137375,0.5452679395675659,0.29408061504364014
35,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Gaussian,0.016139155,0.42264124751091003,0.44842660427093506,0.3134472370147705,0.09305727481842041,0.44028806686401367,0.4032408893108368
35,GMM,0.016628586,0.43536216020584106,0.46095043420791626,0.31568190455436707,0.08399364352226257,0.44585365056991577,0.41021955013275146
35,Delta,0.052980248,0.47406861186027527,0.5531682968139648,0.37003031373023987,0.05981559678912163,0.47296804189682007,0.2386198490858078
36,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Gaussian,0.013509062,0.34092283248901367,0.3976919651031494,0.2378207892179489,0.08172447234392166,0.38094213604927063,0.2949095070362091
36,GMM,0.014128155,0.35087740421295166,0.41179972887039185,0.2662736773490906,0.07524707168340683,0.39493072032928467,0.2944640815258026
36,Delta,0.05011007,0.4606378674507141,0.5775033831596375,0.33216723799705505,0.15595558285713196,0.5153008699417114,0.38836798071861267
37,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Gaussian,0.0102592865,0.27839329838752747,0.4056667685508728,0.22044864296913147,0.03417278826236725,0.3649319112300873,0.261024534702301
37,GMM,0.009163803,0.2829294204711914,0.4207015037536621,0.23816761374473572,0.04005897790193558,0.3643743395805359,0.25996536016464233
37,Delta,0.04567683,0.4508918523788452,0.62688809633255,0.3810134530067444,0.06943243741989136,0.5083313584327698,0.2752409875392914
38,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Gaussian,0.0061303303,0.2249377965927124,0.31027889251708984,0.16714966297149658,0.032389238476753235,0.2513797879219055,0.18722577393054962
38,GMM,0.0060333465,0.2462909072637558,0.335107684135437,0.1765616238117218,0.036680854856967926,0.25007280707359314,0.2001914232969284
38,Delta,0.04569063,0.466389000415802,0.6109984517097473,0.3747778832912445,0.12601612508296967,0.5506404638290405,0.21496954560279846
39,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Gaussian,0.009813313,0.35328301787376404,0.3909163773059845,0.3004988431930542,0.054634250700473785,0.42698925733566284,0.2674742043018341
39,GMM,0.007557525,0.31892335414886475,0.3850898742675781,0.26817259192466736,0.04305708035826683,0.3829156160354614,0.24097034335136414
39,Delta,0.023988375,0.3428453207015991,0.5034266114234924,0.2664642035961151,0.11782580614089966,0.5441638231277466,0.1898377239704132
40,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Gaussian,0.006341697,0.24631664156913757,0.32875335216522217,0.17705455422401428,0.05882836878299713,0.38076379895210266,0.15147897601127625
40,GMM,0.006816309,0.2613162398338318,0.3421512842178345,0.18679983913898468,0.05949501693248749,0.3710954189300537,0.14172637462615967
40,Delta,0.03745113,0.37704312801361084,0.5979084372520447,0.3176702857017517,0.1336577981710434,0.5048372745513916,0.22232703864574432
41,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Gaussian,0.005125237,0.224199116230011,0.31875675916671753,0.17275236546993256,0.029448360204696655,0.30928894877433777,0.24113042652606964
41,GMM,0.004425622,0.24045875668525696,0.33039385080337524,0.18309026956558228,0.03141199052333832,0.3407352566719055,0.273321270942688
41,Delta,0.07371428,0.5642496943473816,0.7066372036933899,0.48582521080970764,0.13953238725662231,0.5727110505104065,0.3444916009902954
42,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Gaussian,0.0057980902,0.2933139204978943,0.4015313386917114,0.28120607137680054,0.025219297036528587,0.3641841411590576,0.21409976482391357
42,GMM,0.005405052,0.28783753514289856,0.40213441848754883,0.28375566005706787,0.017701387405395508,0.35481786727905273,0.21451346576213837
42,Delta,0.049848586,0.39894381165504456,0.5029370188713074,0.33002299070358276,0.12360762059688568,0.5305274128913879,0.18223294615745544
43,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Gaussian,0.004993547,0.2314983606338501,0.3268977403640747,0.17200055718421936,0.024789631366729736,0.2505488395690918,0.20809847116470337
43,GMM,0.0042412174,0.21944403648376465,0.33886224031448364,0.1697767972946167,0.027269765734672546,0.25232431292533875,0.18776008486747742
43,Delta,0.04334872,0.5428531765937805,0.7270710468292236,0.40431973338127136,0.187773197889328,0.6050194501876831,0.31073668599128723
44,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Gaussian,0.005640909,0.18294936418533325,0.24778419733047485,0.12694844603538513,0.03530467674136162,0.20734074711799622,0.12185689806938171
44,GMM,0.0061100796,0.16389693319797516,0.26582083106040955,0.12533435225486755,0.03339710459113121,0.2189180999994278,0.07711558043956757
44,Delta,0.034775678,0.508113443851471,0.6162941455841064,0.4593981206417084,0.08396043628454208,0.608606219291687,0.3534430265426636
45,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Gaussian,0.012433839,0.35681310296058655,0.4733505845069885,0.3160146474838257,0.06903097033500671,0.46807825565338135,0.3085082173347473
45,GMM,0.009587918,0.3276544213294983,0.4534887671470642,0.29451578855514526,0.06665968149900436,0.460499107837677,0.27678194642066956
45,Delta,0.027330771,0.38720056414604187,0.4104677438735962,0.3221657872200012,0.09675467759370804,0.41753333806991577,0.22797971963882446
46,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Gaussian,0.0129258735,0.39574846625328064,0.48151764273643494,0.33987802267074585,0.14503958821296692,0.4254971742630005,0.3637351393699646
46,GMM,0.0077238777,0.2814691960811615,0.4104905128479004,0.25722864270210266,0.07737477868795395,0.34357136487960815,0.3051673471927643
46,Delta,0.048732232,0.5413112640380859,0.6178723573684692,0.42803460359573364,0.15896748006343842,0.48302221298217773,0.3357968330383301
47,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Gaussian,0.009353849,0.37973302602767944,0.47655728459358215,0.3142407536506653,0.08746718615293503,0.5073623061180115,0.33621668815612793
47,GMM,0.009410604,0.3946966230869293,0.4884994626045227,0.32819393277168274,0.08622279763221741,0.5036797523498535,0.3613841235637665
47,Delta,0.018702144,0.3707147240638733,0.4395367503166199,0.2618134319782257,0.12646903097629547,0.4991181790828705,0.19013157486915588
48,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Gaussian,0.01602701,0.4173319339752197,0.5019989013671875,0.3813258707523346,0.13544204831123352,0.45868241786956787,0.3440890312194824
48,GMM,0.017144939,0.45583102107048035,0.5044156312942505,0.40950700640678406,0.12913833558559418,0.47449707984924316,0.33546942472457886
48,Delta,0.04791523,0.4983973503112793,0.5291378498077393,0.4332024157047272,0.1684793382883072,0.5372516512870789,0.3691099286079407
49,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Gaussian,0.019512082,0.3582269549369812,0.4316398799419403,0.249863862991333,0.18867221474647522,0.41255128383636475,0.2906274199485779
49,GMM,0.017837465,0.3549288213253021,0.4209382236003876,0.2316623032093048,0.1591748297214508,0.3867620527744293,0.2536630630493164
49,Delta,0.083712794,0.546440064907074,0.633979856967926,0.40725845098495483,0.2989653944969177,0.5868346095085144,0.31097063422203064
50,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Gaussian,0.039120816,0.5139013528823853,0.4962843656539917,0.37343618273735046,0.12810960412025452,0.5562785863876343,0.4925030469894409
50,GMM,0.039426833,0.48671990633010864,0.49108001589775085,0.353881299495697,0.11997959017753601,0.5359735488891602,0.44002777338027954
50,Delta,0.084498525,0.43006429076194763,0.5203762054443359,0.3214525282382965,0.1522308588027954,0.5114321708679199,0.2124980390071869
51,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Gaussian,0.028546521,0.4561518430709839,0.5333546996116638,0.38821688294410706,0.07576937973499298,0.48831403255462646,0.3388896584510803
51,GMM,0.023683002,0.4064253270626068,0.4950941801071167,0.35399264097213745,0.05641854926943779,0.48339271545410156,0.31098005175590515
51,Delta,0.057574045,0.4334440231323242,0.47695499658584595,0.32866743206977844,0.0823146402835846,0.504304051399231,0.2369290292263031
52,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Gaussian,0.0126723545,0.3673322796821594,0.4708748757839203,0.28611841797828674,0.048457249999046326,0.35456448793411255,0.3810915946960449
52,GMM,0.015350423,0.37155961990356445,0.47862064838409424,0.2926156222820282,0.06027529388666153,0.3907521665096283,0.36883047223091125
52,Delta,0.07832706,0.48448261618614197,0.5553233623504639,0.3691915273666382,0.1558234691619873,0.48595738410949707,0.19515079259872437
53,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Gaussian,0.0045346995,0.24212515354156494,0.33564841747283936,0.173611119389534,0.04531044885516167,0.3114316463470459,0.17213693261146545
53,GMM,0.00573948,0.22764286398887634,0.3378266990184784,0.17444393038749695,0.038512807339429855,0.3047438859939575,0.18590760231018066
53,Delta,0.035981905,0.435344934463501,0.5879794955253601,0.3296000063419342,0.0968405157327652,0.4607515335083008,0.10690963268280029
54,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
