n_clusters,n_rank,eval_loss_arr,Nparams
50,128,"[13750.0458984375, 744.2972290039063, 425.4857177734375, 309.2796325683594, 248.40497436523438, 209.98460083007814, 183.42768249511718, 163.62338256835938, 147.15984191894532, 135.6585479736328, 124.58396759033204, 115.12510223388672, 106.62353210449218, 99.82179107666016, 92.62211608886719, 87.24115600585938, 82.42096710205078, 77.25897827148438, 72.95947875976563, 68.6961669921875, 64.57486419677734, 61.16031188964844, 57.48948745727539, 54.62825012207031, 51.68343658447266, 48.46932144165039, 46.02387466430664, 43.350563049316406, 40.894954681396484, 38.72395782470703, 36.375328826904294, 34.37553024291992, 32.790113830566405, 30.660198974609376, 29.310359954833984, 27.64467849731445, 25.90251007080078, 24.456853103637695, 23.177701950073242, 21.844551849365235, 20.757182693481447, 19.534649658203126, 18.519653701782225, 17.529013061523436, 16.656888961791992, 15.816184806823731, 15.02239761352539, 14.143083953857422, 13.52029037475586, 12.999079322814941, 12.19528694152832]",5063250
50,96,"[21421.587890625, 1053.688330078125, 564.9462036132812, 389.28602294921876, 302.11945190429685, 247.2486999511719, 211.16692504882812, 184.7602325439453, 163.49232788085936, 147.95205688476562, 134.20096740722656, 122.45573577880859, 113.32379150390625, 105.15131530761718, 97.4848419189453, 91.21157836914062, 85.4680892944336, 79.8595687866211, 74.76110076904297, 70.08687133789063, 66.02616119384766, 61.82740478515625, 58.23664932250976, 54.70402145385742, 51.91459197998047, 48.92686004638672, 46.276013946533205, 44.02083206176758, 41.16585083007813, 39.06812210083008, 36.63438034057617, 34.5501350402832, 32.84667282104492, 30.959378051757813, 29.297464752197264, 27.51445960998535, 25.922045516967774, 24.5021110534668, 23.18692512512207, 21.87323417663574, 20.76077995300293, 19.55569953918457, 18.56336784362793, 17.58269500732422, 16.657909393310547, 15.893435859680176, 14.990513229370118, 14.263604736328125, 13.493915176391601, 12.950286102294921, 12.156891441345214]",3807250
50,64,"[34956.18515625, 1655.2850341796875, 832.7514770507812, 555.7192260742188, 416.2590026855469, 334.6953979492188, 274.69166259765626, 234.5257781982422, 201.34573364257812, 176.9606689453125, 158.33139343261718, 144.47291259765626, 129.18023071289062, 118.34352416992188, 108.24533386230469, 99.82465209960938, 92.25909881591797, 85.65013427734375, 79.06976470947265, 74.2140899658203, 69.78117065429687, 64.66090087890625, 60.769778442382815, 56.70360107421875, 53.710993957519534, 50.469400787353514, 47.34665069580078, 44.2375991821289, 41.92523727416992, 39.923544311523436, 37.17158737182617, 34.97617721557617, 33.151152801513675, 31.1705680847168, 29.439303970336915, 27.857166290283203, 26.126109313964843, 24.685483932495117, 23.183689498901366, 22.068772888183595, 20.791636276245118, 19.640205764770506, 18.537541580200195, 17.682797622680663, 16.650233459472656, 15.799707412719727, 15.030465126037598, 14.256831932067872, 13.537784957885743, 13.018865013122559, 12.191151428222657]",2551250
50,32,"[67540.990625, 3085.28232421875, 1521.2752197265625, 990.493505859375, 716.516259765625, 555.56728515625, 449.8638061523437, 366.4609375, 313.84986572265626, 269.6793212890625, 234.2231231689453, 204.3415740966797, 181.3750793457031, 161.86927490234376, 144.89666748046875, 131.006494140625, 118.72236633300781, 107.4207748413086, 97.58599090576172, 90.64526977539063, 83.07993621826172, 76.36542053222657, 70.9846206665039, 65.31470794677735, 60.44494552612305, 56.65561981201172, 52.41866455078125, 48.612057495117185, 45.71712799072266, 42.54916000366211, 39.81462478637695, 37.40255432128906, 35.0164176940918, 32.74711303710937, 30.8575496673584, 28.9062744140625, 27.01729850769043, 25.524394226074218, 23.826935958862304, 22.603075408935545, 21.246771621704102, 19.966123199462892, 18.795638275146484, 17.877520751953124, 16.899576568603514, 15.936020660400391, 15.22085018157959, 14.446022605895996, 13.663412857055665, 13.008006477355957, 12.270933723449707]",1295250
50,16,"[108864.98125, 4917.55439453125, 2442.25830078125, 1571.5698486328124, 1136.4330322265625, 873.5212280273438, 698.0177368164062, 572.2888549804687, 475.5355224609375, 406.22907104492185, 349.5503662109375, 301.14771728515626, 262.981982421875, 231.9567840576172, 206.64574584960937, 183.9901123046875, 163.86302490234374, 148.25054016113282, 132.74249572753905, 120.13501892089843, 108.44765014648438, 99.10466613769532, 89.94585418701172, 82.51653289794922, 75.99253845214844, 69.21556854248047, 63.4187370300293, 58.5516716003418, 54.023442077636716, 49.927911376953126, 46.09209213256836, 42.633139038085936, 39.34665069580078, 36.671451568603516, 34.14370498657227, 31.66176834106445, 29.34869728088379, 27.558283615112305, 25.689758682250975, 24.049148941040038, 22.433346557617188, 21.077030181884766, 19.81477584838867, 18.73886909484863, 17.477281951904295, 16.422103500366212, 15.61294059753418, 14.829442405700684, 14.010866737365722, 13.25037078857422, 12.524144744873047]",667250
50,8,"[158740.8625, 7229.86376953125, 3574.254345703125, 2282.5892578125, 1648.4423095703125, 1260.2387451171876, 1003.809326171875, 820.5155395507812, 677.766552734375, 582.6369873046875, 495.5345886230469, 423.82445068359374, 371.44196166992185, 324.2114013671875, 287.3105224609375, 254.37970886230468, 226.56635131835938, 199.17151489257813, 180.59664306640624, 160.59796142578125, 145.70116577148437, 132.24700622558595, 118.72943572998047, 107.09297180175781, 98.44268188476562, 88.71329650878906, 80.62978820800781, 74.1571029663086, 67.09755249023438, 61.567378234863284, 56.61947326660156, 51.64016876220703, 46.984675598144534, 43.701235961914065, 40.25888595581055, 37.24879531860351, 33.97514190673828, 31.899046325683592, 29.338842391967773, 26.98852081298828, 25.074529266357423, 23.364326858520506, 21.821894073486327, 20.244844055175783, 18.956532669067382, 17.695855331420898, 16.515622711181642, 15.493830108642578, 14.718546295166016, 13.797355651855469, 12.986721992492676]",353250
100,784,"[338.5040344238281, 233.62537536621093, 199.2829620361328, 176.95732421875, 160.4475555419922, 147.50540771484376, 135.63077697753906, 125.9782501220703, 118.24310455322265, 110.72926788330078, 103.49109802246093, 97.57241973876953, 92.0366226196289, 86.34887390136718, 82.14081726074218, 77.2593017578125, 73.14903869628907, 69.21902618408203, 65.35203552246094, 62.084380340576175, 58.55445785522461, 55.24878768920898, 52.28616790771484, 49.68819580078125, 47.10714492797852, 44.86871871948242, 41.96085739135742, 39.769307708740236, 37.65071411132813, 35.56101837158203, 34.01502456665039, 31.797686767578124, 30.384623336791993, 28.553457260131836, 27.02373695373535, 25.49533882141113, 24.13937110900879, 22.983767700195312, 21.632710647583007, 20.481978607177734, 19.425150299072264, 18.45273094177246, 17.498825454711913, 16.564946365356445, 15.650785064697265, 15.023225784301758, 14.210261917114257, 13.689498329162598, 12.909893989562988, 12.595163917541504, 11.880290031433105]",61622500
100,512,"[338.3471618652344, 233.99805908203126, 198.48289794921874, 177.25833129882812, 161.2391784667969, 146.85297546386718, 135.60334167480468, 126.4122817993164, 117.60172576904297, 110.38233184814453, 103.81675262451172, 97.68522796630859, 92.46101379394531, 87.46050262451172, 81.71888885498046, 77.58239440917968, 73.0908447265625, 69.06662445068359, 65.70707702636719, 61.97922973632812, 58.87730255126953, 55.15612030029297, 52.45580215454102, 49.777800750732425, 47.13799896240234, 44.462686157226564, 42.149251556396486, 39.98946075439453, 37.5568244934082, 35.7059944152832, 33.7772933959961, 31.933570861816406, 30.259901428222655, 28.50643539428711, 26.833554077148438, 25.693048095703126, 23.983407974243164, 22.854920959472658, 21.635261154174806, 20.443751907348634, 19.551681900024413, 18.393080520629884, 17.555143356323242, 16.576068878173828, 15.88619556427002, 15.051051712036132, 14.243598937988281, 13.613972854614257, 13.083940315246583, 12.43116512298584, 11.869832420349121]",40270500
100,374,"[365.930517578125, 234.32965393066405, 199.62032165527344, 177.11482849121094, 160.57208557128905, 147.8506103515625, 136.84353637695312, 127.15906677246093, 117.61137542724609, 111.01986999511719, 104.10972290039062, 97.3516342163086, 92.000244140625, 86.75485076904297, 81.89718170166016, 77.37590026855469, 73.35672454833984, 69.19924468994141, 65.28131103515625, 61.97923812866211, 58.387550354003906, 55.4117073059082, 52.45112991333008, 49.607845306396484, 47.320561218261716, 44.55501708984375, 42.322888946533205, 39.74715576171875, 37.67659225463867, 35.545850372314455, 33.506944274902345, 31.946594619750975, 30.32317352294922, 28.45708465576172, 26.94564437866211, 25.63145751953125, 24.166579055786134, 22.871380233764647, 21.703747177124022, 20.530674362182616, 19.351318359375, 18.374356079101563, 17.447249603271484, 16.697163391113282, 15.729387855529785, 14.949333953857423, 14.254331016540528, 13.594666290283204, 12.952002143859863, 12.371683692932129, 11.85577449798584]",29437500
100,256,"[1243.4965087890625, 252.40529174804686, 205.40230407714844, 180.49482421875, 161.95767211914062, 148.50261840820312, 137.0697479248047, 126.51054229736329, 119.064990234375, 110.97384948730469, 103.86088562011719, 97.77369842529296, 92.43234710693359, 86.98916473388672, 81.86607055664062, 77.380078125, 73.61155700683594, 69.35849456787109, 65.51960906982421, 61.953522491455075, 58.46040573120117, 55.35859680175781, 52.457105255126955, 49.66763687133789, 46.955055236816406, 44.72906494140625, 42.260258483886716, 39.55440826416016, 37.58352890014648, 35.860436248779294, 33.88646697998047, 32.02491226196289, 30.297095108032227, 28.579718780517577, 27.206272888183594, 25.62614860534668, 24.267147827148438, 22.80437774658203, 21.549939727783205, 20.52439079284668, 19.362462997436523, 18.408988571166994, 17.579359817504884, 16.61505699157715, 15.775721740722656, 15.093307304382325, 14.247443580627442, 13.655340385437011, 12.935212707519531, 12.551433944702149, 11.843729209899902]",20174500
100,192,"[3692.30947265625, 326.22011108398436, 232.86874389648438, 194.3690399169922, 170.64761352539062, 153.9657470703125, 140.58451232910156, 129.2655487060547, 119.75930480957031, 112.49400177001954, 104.94062805175781, 98.35289001464844, 92.0664566040039, 87.32404479980468, 81.85325164794922, 77.9346420288086, 73.428515625, 69.54998779296875, 65.65122985839844, 62.477134704589844, 58.676361846923825, 55.55863265991211, 52.63167953491211, 49.693396759033206, 46.99858627319336, 44.53759689331055, 42.066609954833986, 39.9772705078125, 37.851261138916016, 35.55573348999023, 33.74744567871094, 31.905262756347657, 30.22560348510742, 28.716366958618163, 27.064018630981444, 25.58937225341797, 24.09641227722168, 22.93519744873047, 21.59558525085449, 20.540372467041017, 19.412734603881837, 18.341682052612306, 17.204571151733397, 16.655171966552736, 15.751183700561523, 14.963158798217773, 14.345140838623047, 13.642585182189942, 12.988702964782714, 12.4530855178833, 11.876340866088867]",15150500
100,128,"[10028.204296875, 576.986181640625, 336.0165649414063, 250.3184020996094, 205.8955810546875, 177.57222900390624, 157.3762237548828, 141.6299560546875, 129.60823974609374, 119.02830810546875, 109.94961547851562, 102.66618347167969, 96.38396606445312, 90.03411712646485, 84.21886596679687, 79.5981658935547, 74.72110443115234, 70.65850677490235, 66.37093963623047, 62.60315628051758, 59.39554061889648, 55.515933990478516, 52.833658599853514, 50.1381118774414, 47.08731689453125, 44.86108245849609, 42.09251098632812, 39.82618789672851, 37.965919494628906, 35.74422988891602, 33.6503288269043, 31.8992618560791, 30.334426879882812, 28.487067413330077, 27.256989669799804, 25.7637638092041, 24.26347999572754, 22.803451156616212, 21.699416732788087, 20.439966201782227, 19.42882080078125, 18.34406394958496, 17.458407974243165, 16.554748916625975, 15.793115043640137, 15.090481376647949, 14.298059844970703, 13.642207145690918, 13.076510047912597, 12.406580543518066, 11.882994270324707]",10126500
100,96,"[16745.106640625, 844.1916259765625, 458.22588500976565, 324.7821350097656, 252.19060363769532, 210.52995910644532, 181.23960876464844, 159.8765380859375, 143.37997436523438, 130.23377075195313, 118.20689392089844, 109.07897491455078, 100.58378143310547, 93.55789947509766, 88.00159912109375, 81.89944305419922, 77.07436065673828, 72.45670166015626, 67.76811981201172, 63.694287872314455, 60.321099853515626, 57.012742614746095, 53.82097702026367, 50.255818939208986, 47.88588027954101, 45.10118026733399, 42.589168548583984, 40.20947265625, 38.14759140014648, 35.9529670715332, 34.1970573425293, 31.773749160766602, 30.5268985748291, 28.79810562133789, 27.054406356811523, 25.595631790161132, 24.174382400512695, 22.787936401367187, 21.794279861450196, 20.4776180267334, 19.423791885375977, 18.428596878051756, 17.453861236572266, 16.618264389038085, 15.866004180908202, 15.002140998840332, 14.362748718261718, 13.579643821716308, 13.185056686401367, 12.45426902770996, 11.86764144897461]",7614500
100,64,"[29506.1703125, 1381.698779296875, 713.075048828125, 475.9005615234375, 355.7152893066406, 286.2450012207031, 237.81926879882812, 202.09823913574218, 176.65616760253906, 155.65645751953124, 138.56918640136718, 126.32937622070312, 114.94679565429688, 105.51192779541016, 97.12080535888671, 89.62529754638672, 83.4745376586914, 77.44984741210938, 72.02891540527344, 67.72991333007812, 63.632137298583984, 58.94954147338867, 55.74765243530273, 52.23274612426758, 48.8924674987793, 46.34621734619141, 43.46118011474609, 41.02202453613281, 38.816767883300784, 36.45318756103516, 34.55519485473633, 32.5030158996582, 30.797897720336913, 28.891493606567384, 27.4251277923584, 25.696696472167968, 24.309926223754882, 23.0190673828125, 21.789049911499024, 20.556388473510744, 19.61792106628418, 18.439220428466797, 17.574383163452147, 16.648661804199218, 15.897068786621094, 15.223100280761718, 14.26435375213623, 13.62460536956787, 13.007956886291504, 12.44342098236084, 11.83434181213379]",5102500
100,32,"[58532.36875, 2723.207763671875, 1340.060302734375, 874.8211547851563, 628.070703125, 487.801025390625, 393.39703979492185, 330.5082641601563, 276.55040283203124, 238.48480834960938, 207.16189270019532, 182.91028442382813, 161.78142395019532, 144.32897033691407, 128.7420883178711, 117.21342010498047, 106.99080810546874, 97.02458801269532, 89.17736053466797, 81.46663818359374, 75.24804229736328, 69.45075225830078, 64.40714111328126, 59.36268539428711, 55.156219482421875, 51.890665435791014, 48.01077728271484, 44.89319839477539, 41.63942947387695, 39.39981460571289, 36.58927001953125, 34.39166946411133, 32.29975814819336, 30.115764236450197, 28.304480361938477, 26.774115371704102, 25.189111709594727, 23.671028900146485, 22.325861358642577, 21.03813247680664, 19.799785614013672, 18.830588150024415, 17.824992370605468, 16.88845558166504, 16.02188491821289, 15.242924118041993, 14.313186264038086, 13.745803451538086, 13.033212661743164, 12.540814971923828, 12.002214241027833]",2590500
100,16,"[96480.3203125, 4452.4935546875, 2187.6224609375, 1396.11552734375, 1011.4678833007813, 781.13193359375, 622.514599609375, 505.8342651367187, 422.973095703125, 361.1079467773437, 309.25368041992186, 270.83526611328125, 235.40038146972657, 207.26763916015625, 182.4536865234375, 164.80116271972656, 147.9054962158203, 132.73114624023438, 119.37483062744141, 108.06819458007813, 98.16853942871094, 89.32097778320312, 81.53464202880859, 74.16174011230468, 68.02698974609375, 62.709896850585935, 57.87846450805664, 53.291073608398435, 48.961997985839844, 45.571276092529295, 42.15538635253906, 38.836552429199216, 36.240935516357425, 33.71897964477539, 31.462750244140626, 29.101450729370118, 27.140060806274413, 25.37655258178711, 23.762724304199217, 22.41275100708008, 20.94379997253418, 19.65520324707031, 18.519712829589842, 17.483966827392578, 16.584392166137697, 15.583240699768066, 14.824786376953124, 14.02223892211914, 13.376978492736816, 12.645445823669434, 12.087665176391601]",1334500
100,8,"[143027.0875, 6545.487890625, 3178.346826171875, 2063.4715087890627, 1467.59384765625, 1123.58623046875, 892.35078125, 728.1458984375, 608.8468383789062, 513.6889892578125, 438.65074462890624, 384.2154846191406, 331.1686218261719, 292.85797729492185, 258.70006103515624, 228.1479064941406, 200.8235321044922, 181.91472473144532, 160.20923461914063, 145.27701416015626, 132.6517333984375, 118.63124542236328, 106.48686218261719, 97.32520294189453, 88.53993225097656, 80.34952392578126, 73.10724182128907, 66.74348907470703, 60.74790496826172, 55.700801086425784, 51.26880035400391, 46.70146560668945, 42.951090240478514, 39.874246978759764, 36.415591430664065, 33.75529479980469, 31.046937942504883, 28.801753997802734, 26.94401397705078, 25.026504135131837, 23.179236221313477, 21.53527946472168, 20.11157569885254, 18.92636604309082, 17.72161293029785, 16.570174407958984, 15.483152198791505, 14.797732543945312, 13.785434913635253, 13.234799003601074, 12.454590988159179]",706500
200,784,"[255.5150360107422, 185.6042449951172, 161.18238525390626, 145.185693359375, 132.45997009277343, 122.92012023925781, 114.54839324951172, 107.17384338378906, 100.2521255493164, 94.68527069091797, 89.25714874267578, 84.3377456665039, 79.80943450927734, 75.65354919433594, 71.23907165527343, 68.21754913330078, 64.69441528320313, 61.23714370727539, 57.82068634033203, 55.06236038208008, 52.507283782958986, 49.73336181640625, 47.05527267456055, 44.645783233642575, 42.71973342895508, 40.23538513183594, 38.3086555480957, 36.32592086791992, 34.40428237915039, 32.86459655761719, 31.117547607421876, 29.49487648010254, 27.790755844116212, 26.378371810913087, 25.023817443847655, 23.608675384521483, 22.50485763549805, 21.48610610961914, 20.157601165771485, 19.222213363647462, 18.336811065673828, 17.364913558959962, 16.523263931274414, 15.66800308227539, 15.07467041015625, 14.268048095703126, 13.813066864013672, 13.171830558776856, 12.582955360412598, 12.039883041381836, 11.6557222366333]",123245000
200,512,"[255.1350555419922, 185.42726135253906, 160.13147888183593, 144.73828735351563, 132.4534912109375, 123.16480865478516, 114.22167358398437, 106.87890930175782, 100.38940124511718, 94.83591918945312, 89.44717102050781, 84.68592834472656, 80.09691467285157, 75.38521728515624, 72.16538543701172, 68.1792984008789, 64.59021301269532, 61.433318328857425, 58.254930877685545, 55.42883224487305, 52.61220169067383, 49.68516387939453, 47.45051956176758, 44.9542594909668, 42.37734680175781, 40.52500457763672, 38.030906677246094, 36.26745376586914, 34.35755233764648, 32.67282485961914, 31.039203262329103, 29.527119827270507, 27.943753051757813, 26.26706657409668, 25.08842544555664, 23.657162857055663, 22.454232025146485, 21.309297943115233, 20.220815658569336, 19.239277267456053, 18.191543579101562, 17.39797134399414, 16.57390785217285, 15.767194175720215, 15.032889938354492, 14.396295356750489, 13.825972747802734, 13.162697982788085, 12.63231964111328, 12.12258014678955, 11.669636535644532]",80541000
200,374,"[256.4857177734375, 184.94909057617187, 161.25781860351563, 145.0002868652344, 132.94505615234374, 122.56193695068359, 114.10556488037109, 106.92306365966797, 100.48220367431641, 94.5589584350586, 89.80196533203124, 84.48754119873047, 80.11178436279297, 76.02058563232421, 71.92440338134766, 67.94174194335938, 64.66123962402344, 61.20343780517578, 58.26180877685547, 55.15390472412109, 52.39818801879883, 49.45554428100586, 47.25261611938477, 45.12287139892578, 42.37046890258789, 40.205387115478516, 38.50188217163086, 36.30736236572265, 34.400725555419925, 32.64016571044922, 31.092752838134764, 29.383982849121093, 27.68392105102539, 26.42359313964844, 25.22932357788086, 23.59786605834961, 22.483698654174805, 21.292462158203126, 20.328036880493165, 19.27377853393555, 18.321885681152345, 17.299575424194337, 16.57579460144043, 15.781772804260253, 15.055832862854004, 14.448805809020996, 13.745934867858887, 13.256424522399902, 12.554858016967774, 12.079116058349609, 11.646647262573243]",58875000
200,256,"[353.1373779296875, 187.25970458984375, 161.0387939453125, 144.939599609375, 133.44736022949218, 123.2307113647461, 114.43779144287109, 107.51876678466797, 100.51632232666016, 94.54132080078125, 89.4219970703125, 84.58570404052735, 80.34057312011718, 75.7958969116211, 71.8180938720703, 67.87917633056641, 64.84761199951171, 61.28498229980469, 58.14160079956055, 54.95807876586914, 52.118543243408205, 49.74691619873047, 47.19572982788086, 44.67274780273438, 42.677442932128905, 40.34386291503906, 38.000840759277345, 36.42471542358398, 34.570447540283205, 32.60407028198242, 30.87673683166504, 29.2635066986084, 28.140885162353516, 26.558675003051757, 25.017065048217773, 23.554942321777343, 22.560813903808594, 21.34908981323242, 20.31405601501465, 19.222682189941406, 18.293709564208985, 17.32690086364746, 16.566324996948243, 15.902892303466796, 14.968761253356934, 14.33892822265625, 13.766559219360351, 13.16868724822998, 12.676359367370605, 12.070871162414551, 11.609896850585937]",40349000
200,192,"[1222.1192138671875, 208.79974060058595, 168.7834228515625, 148.5728759765625, 134.95208740234375, 124.29275360107422, 114.99681701660157, 107.26941680908203, 100.66070404052735, 94.97416076660156, 89.59613647460938, 84.73856201171876, 80.1151840209961, 75.39849700927735, 71.85080261230469, 68.33886413574218, 64.42517395019532, 61.45411682128906, 58.347590637207034, 55.46460113525391, 52.27769775390625, 49.8676040649414, 47.32298965454102, 44.642426300048825, 42.48099136352539, 40.47981338500976, 38.518821716308594, 36.6802116394043, 34.60476989746094, 32.809088134765624, 31.05185546875, 29.436219787597658, 27.84360466003418, 26.225950241088867, 25.191530990600587, 23.62694549560547, 22.434164810180665, 21.35068702697754, 20.251180267333986, 19.174934005737306, 18.32340316772461, 17.281400680541992, 16.57520980834961, 15.789937782287598, 15.090019798278808, 14.317953300476074, 13.586641693115235, 13.190567970275879, 12.626608848571777, 12.177033615112304, 11.627165031433105]",30301000
200,128,"[5393.60732421875, 356.5142883300781, 228.19305725097655, 181.10212097167968, 154.9275360107422, 137.59363403320313, 123.82646789550782, 114.15094909667968, 105.93609924316407, 98.90885467529297, 92.64924011230468, 86.46299591064454, 81.32755889892579, 76.97329406738281, 72.75860595703125, 68.94199981689454, 65.25484313964844, 61.85968551635742, 58.64262390136719, 55.64974822998047, 52.705552673339845, 49.77216567993164, 47.802023315429686, 45.18290786743164, 42.63503494262695, 40.46384048461914, 38.51670761108399, 36.49966201782227, 34.819444274902345, 32.800288391113284, 30.85152702331543, 29.50553741455078, 27.990335083007814, 26.328908920288086, 25.251779556274414, 23.674953079223634, 22.519036102294923, 21.490771484375, 20.20651779174805, 19.288786315917967, 18.19440269470215, 17.457323837280274, 16.527768707275392, 15.626991653442383, 15.010968208312988, 14.367865371704102, 13.671417427062988, 13.181768798828125, 12.596258544921875, 12.10341567993164, 11.552999114990234]",20253000
200,96,"[10560.78671875, 574.9561401367188, 323.7385314941406, 236.9442108154297, 190.25726623535155, 162.00803833007814, 141.64098205566407, 126.59027557373047, 116.44385223388672, 105.9900390625, 98.65362854003907, 91.7887680053711, 85.91834411621093, 80.05997314453126, 75.3178726196289, 70.81595458984376, 66.88180389404297, 63.054673767089845, 59.671240997314456, 56.76118392944336, 53.30651016235352, 50.367303466796876, 47.75186462402344, 45.46327209472656, 42.98783569335937, 41.012864685058595, 38.475144958496095, 36.600354766845705, 34.55259017944336, 33.025692749023435, 31.190390396118165, 29.579673767089844, 27.76060333251953, 26.37618217468262, 25.033143615722658, 23.79293441772461, 22.51632766723633, 21.332931900024413, 20.349336242675783, 19.309969329833983, 18.275858306884764, 17.40465431213379, 16.559495544433595, 15.772450256347657, 15.055394554138184, 14.435857009887695, 13.748031616210938, 13.148579978942871, 12.519954872131347, 12.013392448425293, 11.586979103088378]",15229000
200,64,"[21825.7234375, 1045.8875, 543.1273315429687, 369.66359252929686, 280.6194702148438, 228.95338439941406, 190.465185546875, 164.3153289794922, 145.079736328125, 129.42176818847656, 116.6070785522461, 106.27195434570312, 97.446923828125, 89.010693359375, 82.33194732666016, 77.06978759765624, 72.24559326171875, 67.17126922607422, 63.07576675415039, 59.21482543945312, 55.81987609863281, 52.566863250732425, 49.55329818725586, 46.774977111816405, 43.855532836914065, 41.85632400512695, 39.33916244506836, 37.31895370483399, 35.35553970336914, 33.19194869995117, 31.43905563354492, 29.710386276245117, 28.30112075805664, 26.66652603149414, 25.319683456420897, 23.941762924194336, 22.653283309936523, 21.497616958618163, 20.305941772460937, 19.409479904174805, 18.35285530090332, 17.407677459716798, 16.598975372314452, 15.589112663269043, 15.128926658630371, 14.367215728759765, 13.733403778076172, 13.138238525390625, 12.637497520446777, 12.121916389465332, 11.519606590270996]",10205000
200,32,"[49394.2828125, 2268.324169921875, 1124.8217041015625, 726.5311889648438, 534.3712768554688, 415.1738586425781, 335.641455078125, 278.0502868652344, 237.8522491455078, 204.49488220214843, 179.14039306640626, 158.0051696777344, 141.30022888183595, 126.43409423828125, 112.80454864501954, 103.69145202636719, 93.26547698974609, 85.44036865234375, 79.06626434326172, 72.27311096191406, 66.75157775878907, 61.66568450927734, 57.600016021728514, 53.482119750976565, 49.86785888671875, 46.477735900878905, 43.478014373779295, 40.526329040527344, 38.04430999755859, 35.811825561523435, 33.33542175292969, 31.465011596679688, 29.613344192504883, 27.89126319885254, 26.155477142333986, 24.62035217285156, 23.22197380065918, 22.15307960510254, 20.793593978881837, 19.684310531616212, 18.6320858001709, 17.775947189331056, 16.8094783782959, 16.045022773742676, 15.18432331085205, 14.546867561340331, 13.844450187683105, 13.199821090698242, 12.68858642578125, 12.135848236083984, 11.666782760620118]",5181000
200,16,"[86267.771875, 3938.978271484375, 1927.00126953125, 1244.09482421875, 896.1908203125, 681.8754638671875, 549.3166015625, 445.24701538085935, 378.62974853515624, 320.3040771484375, 275.9859680175781, 237.56339416503906, 210.72733459472656, 184.0452667236328, 165.51146545410157, 146.69598693847655, 131.13343811035156, 119.32337646484375, 107.91615753173828, 97.07521514892578, 87.9082015991211, 80.16302337646485, 73.55728454589844, 67.49152221679688, 61.47878875732422, 56.87103958129883, 52.30846252441406, 48.114417266845706, 44.60385665893555, 41.43576889038086, 38.07140045166015, 35.534176635742185, 33.29707794189453, 30.78901138305664, 28.881977462768553, 27.064324188232423, 25.103675079345702, 23.59487075805664, 22.19550666809082, 20.62748565673828, 19.399422454833985, 18.440119552612305, 17.5315731048584, 16.42898635864258, 15.674651336669921, 14.81638412475586, 14.141531562805175, 13.45871467590332, 12.76459789276123, 12.319406890869141, 11.726380348205566]",2669000
200,8,"[127896.084375, 5874.0634765625, 2840.055224609375, 1847.826416015625, 1322.2924072265625, 1011.9884643554688, 797.1636840820313, 652.4795166015625, 545.1857543945313, 466.8728454589844, 396.772314453125, 344.4355773925781, 301.8367065429687, 260.6412292480469, 232.28963928222657, 204.65459289550782, 182.58521118164063, 163.39063720703126, 145.90945129394532, 132.54866943359374, 118.73511352539063, 107.9413848876953, 96.66087951660157, 88.33707885742187, 79.98049926757812, 73.67919311523437, 66.41592102050781, 59.99223175048828, 55.39718780517578, 51.15873565673828, 46.4705924987793, 43.086439514160155, 39.50277938842773, 36.508704376220706, 33.71036987304687, 31.09745674133301, 28.812109375, 26.75572395324707, 24.888484954833984, 23.157747268676758, 21.516202926635742, 20.02922821044922, 18.96864242553711, 17.664766311645508, 16.758086013793946, 15.653557014465331, 14.891790390014648, 14.188888359069825, 13.373498344421387, 12.679826354980468, 12.129327011108398]",1413000
500,784,"[160.8749221801758, 109.89741821289063, 100.29527282714844, 93.02716064453125, 87.26099090576172, 82.30837478637696, 77.93940582275391, 74.17131805419922, 70.19875564575196, 66.7399803161621, 64.23491401672364, 61.214359283447266, 58.6154727935791, 56.06330490112305, 53.6565242767334, 51.50585708618164, 49.21331977844238, 46.92496528625488, 44.86936912536621, 42.87342834472656, 40.91307754516602, 39.06024856567383, 37.48064041137695, 35.84086380004883, 34.153390884399414, 32.64900550842285, 31.266242218017577, 29.789639472961426, 28.282873344421386, 27.111419868469238, 25.7060489654541, 24.584728622436522, 23.62327766418457, 22.192733001708984, 21.520694923400878, 20.44955825805664, 19.47194881439209, 18.5914155960083, 17.83787956237793, 16.989603805541993, 16.32602310180664, 15.634804725646973, 15.000948619842529, 14.45438356399536, 13.789390659332275, 13.271995449066162, 12.786717700958253, 12.391163063049316, 12.074997329711914, 11.65526876449585, 11.208419704437256]",308112500
