n_clusters,n_rank,eval_loss_arr,Nparams
1500,32,"[10847.505631510418, 518.2096048990885, 271.0096964518229, 182.18927459716798, 139.1096305847168, 113.07342274983723, 95.57877960205079, 82.11465021769206, 72.79824930826823, 65.94085960388183, 58.97070960998535, 54.15249087015788, 49.58201268513997, 46.76692237854004, 43.54241701761882, 40.5755926767985, 38.2799067179362, 36.07543436686198, 34.110757191975914, 32.638274637858075, 30.838416290283202, 29.57120329538981, 28.080337778727213, 26.588559722900392, 25.453510348002116, 24.549396769205728, 23.352665583292644, 22.252890141805015, 21.356903394063313, 20.46522185007731, 19.74737008412679, 18.884176190694173, 18.244610341389976, 17.40091749827067, 16.761031723022462, 16.2212108929952, 15.578770860036213, 15.108329582214356, 14.68458007176717, 14.24251979192098, 13.673389784495036, 13.37622111638387, 13.07770430246989, 12.670600001017252, 12.399966462453206, 12.094492212931316, 11.82514673868815, 11.519140625, 11.471501000722249, 10.919272581736246, 10.716636530558269]",38857500
1500,16,"[38664.09583333333, 1755.105830891927, 868.1342997233073, 565.2853169759114, 407.11363016764324, 312.3517557779948, 254.9323521931966, 207.91075541178387, 175.6895278930664, 149.8582997639974, 130.49276173909504, 115.23191095987956, 102.08124415079753, 90.55965957641601, 81.12074152628581, 72.35984064737956, 65.68846638997395, 59.89425455729167, 54.699283599853516, 50.68724098205566, 46.64104512532552, 43.24874305725098, 39.25982437133789, 37.17051836649577, 34.25334599812825, 31.968461100260416, 29.86584358215332, 27.83616937001546, 26.346062850952148, 24.709291712443033, 23.374270757039387, 22.020903142293296, 20.850538571675617, 19.713021596272785, 18.563249905904133, 17.78151931762695, 16.96538740793864, 16.20062319437663, 15.466281127929687, 14.96524486541748, 14.441547362009684, 13.982473341623942, 13.426655515034993, 13.064370314280191, 12.663520526885986, 12.491585858662923, 12.065111668904622, 11.686978721618653, 11.489725240071614, 11.105954297383626, 10.766667715708415]",20017500
1500,8,"[77586.984375, 3577.901082356771, 1747.9682861328124, 1115.9097981770833, 794.017508951823, 609.0871724446614, 487.8150889078776, 403.8926300048828, 334.18039855957034, 284.03965759277344, 245.34762420654297, 210.61294250488282, 184.2376286824544, 162.77198028564453, 142.56851603190105, 126.2140739440918, 114.61060485839843, 101.8203348795573, 91.79652226765951, 83.5128387451172, 74.46594060262045, 67.80828526814778, 61.92122815450033, 56.12348899841309, 51.26036427815755, 46.773413467407224, 43.23173739115397, 39.47436739603678, 36.593908818562824, 33.52563927968343, 31.06352736155192, 28.75749289194743, 26.856074206034343, 24.855575688680013, 23.206190427144367, 21.989992586771645, 20.231032117207846, 19.054390780131023, 18.092308807373048, 17.184090614318848, 16.199501991271973, 15.429879887898762, 14.657746156056723, 14.14330987930298, 13.397054640452067, 13.113886133829753, 12.615089639027913, 12.215400314331054, 11.779926713307699, 11.355825837453207, 11.147082328796387]",10597500
2000,784,"[225.44523544311522, 49.04772605895996, 43.620408344268796, 40.86482019424439, 38.86209669113159, 37.619980049133304, 36.82685632705689, 35.368919372558594, 34.380237674713136, 33.18510947227478, 32.45776529312134, 31.845869636535646, 30.61736750602722, 29.983882999420167, 29.21286244392395, 28.30201110839844, 27.376738119125367, 26.590813732147218, 25.911308908462523, 25.115148639678956, 24.234915590286256, 23.449114942550658, 22.857368612289427, 22.083501768112182, 21.236524724960326, 20.479182147979735, 19.913624382019044, 19.22647361755371, 18.613536739349364, 18.004453802108763, 17.319322872161866, 16.652420306205748, 16.144401645660402, 15.761605978012085, 15.241199326515197, 14.745186519622802, 14.34767725467682, 13.93987205028534, 13.450807571411133, 13.275431442260743, 12.766986441612243, 12.558805584907532, 12.386339664459229, 12.069074726104736, 11.96539764404297, 11.60521867275238, 11.548593068122864, 11.188780260086059, 11.057755661010741, 10.884992051124573, 10.560857892036438]",1232450000
2000,512,"[244.5208610534668, 49.59363765716553, 43.67730093002319, 40.863756561279295, 39.00726127624512, 37.65943603515625, 36.604157257080075, 35.067653274536134, 34.29593048095703, 33.52748007774353, 32.697379970550536, 31.818849754333495, 30.557320213317873, 29.732437705993654, 28.988360261917116, 28.304633235931398, 27.360081100463866, 26.668656158447266, 25.557966899871825, 24.931001949310303, 24.17523832321167, 23.58179020881653, 22.718557262420653, 21.979664278030395, 21.250751352310182, 20.400120782852174, 19.84094634056091, 19.205108404159546, 18.593631076812745, 17.990207958221436, 17.296338081359863, 16.774596834182738, 16.18308880329132, 15.649462723731995, 15.28685450553894, 14.68348503112793, 14.302398824691773, 13.924260568618774, 13.56829206943512, 13.166835308074951, 12.863403487205506, 12.673655223846435, 12.203491139411927, 11.962561917304992, 11.824754238128662, 11.636272072792053, 11.55877377986908, 11.34634735584259, 11.119066524505616, 10.766280674934388, 10.580488705635071]",805410000
2000,374,"[236.0821731567383, 48.834693622589114, 43.62029476165772, 40.862477970123294, 39.16835165023804, 37.77510757446289, 36.40923376083374, 35.47812900543213, 34.269291400909424, 33.31035661697388, 32.55235538482666, 31.646229648590086, 30.71239218711853, 29.804442644119263, 29.03595390319824, 28.220730352401734, 27.55073490142822, 26.81689319610596, 25.997901010513306, 25.02638473510742, 24.17796516418457, 23.338115644454955, 22.601245307922362, 22.073406362533568, 21.29720802307129, 20.535803461074828, 19.99964060783386, 19.223199129104614, 18.59370036125183, 17.969051313400268, 17.33326816558838, 16.78616166114807, 16.33762068748474, 15.721964764595032, 15.038246369361877, 14.722547388076782, 14.375175428390502, 13.909839510917664, 13.564524388313293, 13.271837496757508, 12.78450140953064, 12.669913816452027, 12.330096888542176, 12.067045974731446, 11.905678725242614, 11.70933768749237, 11.479733800888061, 11.391042733192444, 11.068590974807739, 10.718275356292725, 10.670770287513733]",588750000
2000,256,"[248.0948570251465, 49.06116943359375, 43.3234203338623, 40.668050861358644, 38.838346290588376, 37.870352840423585, 36.470244598388675, 35.369398307800296, 34.3285475730896, 33.35389103889465, 32.75870990753174, 31.691907119750976, 30.64792666435242, 29.831121730804444, 29.032332849502563, 28.07905168533325, 27.600246143341064, 26.518223905563353, 26.040932130813598, 24.90245590209961, 24.281149291992186, 23.658053493499757, 22.603620290756226, 21.946454429626463, 21.222555685043336, 20.58463587760925, 19.941450071334838, 19.097623682022096, 18.67551236152649, 17.97506709098816, 17.409552097320557, 16.723326873779296, 16.22362353801727, 15.69148347377777, 15.250135254859924, 14.811380839347839, 14.291265320777892, 14.036861062049866, 13.539688229560852, 13.194551730155945, 12.925634956359863, 12.644072365760803, 12.29784083366394, 12.060930061340333, 11.821776366233825, 11.65930655002594, 11.435448932647706, 11.29289391040802, 11.180471849441528, 10.83405623435974, 10.553125786781312]",403490000
2000,192,"[239.17866401672364, 48.772235774993895, 43.543523693084715, 40.85109338760376, 39.07899293899536, 37.47875928878784, 36.65129728317261, 35.34514217376709, 34.65700578689575, 33.183372783660886, 32.53720760345459, 31.66992793083191, 30.5892587184906, 29.736049938201905, 28.906313514709474, 28.20597915649414, 27.523203563690185, 26.713286638259888, 25.77438611984253, 24.895755434036253, 24.232606840133666, 23.639967966079713, 22.68858904838562, 22.02876920700073, 21.20310182571411, 20.572042417526244, 19.903975248336792, 19.23868045806885, 18.609818744659425, 17.894626212120055, 17.302183198928834, 16.70000524520874, 16.354634881019592, 15.73581907749176, 15.247160696983338, 14.601707530021667, 14.450064992904663, 13.855086278915405, 13.528098726272583, 13.269653916358948, 12.792227959632873, 12.549444794654846, 12.440724968910217, 12.100699043273925, 11.791975903511048, 11.739409136772156, 11.497841906547546, 11.157248497009277, 11.112864136695862, 10.715901446342468, 10.616137266159058]",303010000
2000,128,"[238.24019355773925, 48.82930898666382, 43.351822185516355, 40.405116939544676, 38.987773704528806, 37.59292297363281, 36.3710973739624, 35.15914258956909, 34.54885873794556, 33.41521005630493, 32.709584617614745, 31.750709295272827, 30.886237382888794, 29.947586154937746, 29.126749134063722, 28.358473920822142, 27.455009365081786, 26.618710136413576, 25.830472040176392, 25.028225898742676, 24.08765301704407, 23.417512035369874, 22.658433961868287, 21.901885318756104, 21.355012559890746, 20.614440298080446, 19.96156177520752, 19.320024967193604, 18.46233925819397, 17.98360996246338, 17.383144998550414, 16.73277077674866, 16.269418954849243, 15.59349329471588, 15.268435263633728, 14.722593855857848, 14.261954975128173, 13.932697439193726, 13.535014343261718, 13.10767331123352, 12.897780513763427, 12.555837821960449, 12.335441136360169, 12.075148439407348, 11.836286592483521, 11.665199708938598, 11.42667281627655, 11.315301632881164, 11.064238810539246, 10.798093175888061, 10.571117401123047]",202530000
2000,96,"[245.34353065490723, 49.48050746917725, 43.476651668548584, 41.02098245620728, 39.07905387878418, 37.848869705200194, 36.39931449890137, 35.33364753723144, 33.954136276245116, 33.327219581604005, 32.66344299316406, 31.595224332809448, 30.82718515396118, 29.884674787521362, 28.995402574539185, 28.403084421157835, 27.26906361579895, 26.747180271148682, 25.951005506515504, 24.982008934020996, 24.115648984909058, 23.53943591117859, 22.777091407775877, 21.881042385101317, 21.21920852661133, 20.663365507125853, 19.911566495895386, 19.265207147598268, 18.55461220741272, 18.06653776168823, 17.34617280960083, 16.788988828659058, 16.225153970718384, 15.538010358810425, 15.06363823413849, 14.769640040397643, 14.281903767585755, 13.959948801994324, 13.43371787071228, 13.269289350509643, 12.896601271629333, 12.638269805908203, 12.342882895469666, 12.073852348327637, 11.92715265750885, 11.663540148735047, 11.563252997398376, 11.306155610084534, 11.115395045280456, 10.721079683303833, 10.561633014678955]",152290000
2000,64,"[360.3384834289551, 53.98475751876831, 46.12484998703003, 42.25282182693481, 40.002225685119626, 38.16283912658692, 37.15694580078125, 35.83579444885254, 34.5876989364624, 33.58381724357605, 32.67732844352722, 31.735223913192748, 30.63167772293091, 29.774786949157715, 29.146180200576783, 28.280533123016358, 27.42680368423462, 26.730792570114136, 25.66966676712036, 25.029279899597167, 24.208218574523926, 23.49319224357605, 22.689846086502076, 21.949056529998778, 21.419822216033936, 20.61812267303467, 20.099565839767457, 19.17147002220154, 18.511998558044432, 18.020228481292726, 17.4653121471405, 16.724991393089294, 16.26389260292053, 15.68017773628235, 15.18898320198059, 14.642971420288086, 14.346469044685364, 13.83927059173584, 13.49115424156189, 13.039640879631042, 12.879202485084534, 12.590554761886597, 12.423429679870605, 12.142948031425476, 11.868567252159119, 11.652881503105164, 11.517833065986633, 11.22998080253601, 11.08551595211029, 10.762298655509948, 10.61224913597107]",102050000
2000,32,"[7040.259387207031, 346.2634986877441, 185.11285209655762, 126.87963542938232, 101.05071620941162, 80.78366050720214, 71.56557540893554, 60.48456964492798, 55.27331018447876, 49.98185424804687, 45.814073753356936, 42.7584734916687, 39.9115891456604, 37.73162927627563, 35.16607246398926, 33.2184681892395, 31.851939964294434, 30.104692459106445, 28.89894871711731, 27.858998394012453, 26.373679542541502, 25.336115026473998, 24.309495210647583, 23.491485357284546, 22.31281785964966, 21.655297613143922, 20.998452043533327, 20.005027723312377, 19.081110334396364, 18.4972336769104, 17.783072233200073, 17.11734256744385, 16.391339039802553, 15.88429834842682, 15.511903142929077, 14.827245235443115, 14.514221096038819, 13.937454199790954, 13.809478664398194, 13.242020845413208, 12.962293648719788, 12.701978969573975, 12.381927394866944, 12.137818741798402, 11.843356943130493, 11.686410307884216, 11.479618382453918, 11.314138841629028, 11.114623594284058, 10.879345273971557, 10.558935976028442]",51810000
2000,16,"[31299.2880859375, 1428.4523132324218, 708.2645751953125, 452.28469009399413, 329.69949798583986, 255.31051025390624, 207.17655334472656, 169.09361572265624, 145.13711814880372, 125.10750160217285, 109.12458381652831, 94.92195854187011, 84.67537117004395, 76.97378749847412, 68.44700355529785, 61.86062774658203, 56.36652050018311, 51.71186475753784, 47.22023658752441, 43.432903575897214, 40.2015398979187, 37.182584857940675, 34.33626918792724, 32.20638036727905, 30.025444269180298, 28.08175582885742, 26.376711416244508, 24.781624269485473, 23.352647829055787, 22.13319058418274, 20.871357583999632, 19.801524877548218, 18.696471786499025, 17.85477433204651, 16.991660261154173, 16.399137759208678, 15.62604467868805, 14.874697518348693, 14.4021470785141, 13.981775975227356, 13.344829344749451, 13.197697138786316, 12.7219322681427, 12.47300307750702, 12.195174074172973, 11.985860419273376, 11.621341395378114, 11.45214111804962, 11.211487126350402, 10.880288767814637, 10.633786749839782]",26690000
2000,8,"[68905.7837890625, 3147.0236999511717, 1544.3140380859375, 1005.1600341796875, 712.486067199707, 544.1078262329102, 441.52451400756837, 360.58446350097654, 299.26603469848635, 254.02494888305665, 215.76577339172363, 188.0126693725586, 165.38026161193847, 144.48201637268068, 127.58277473449706, 114.44266624450684, 102.74372863769531, 91.04384517669678, 82.02986488342285, 73.66277847290038, 68.08202209472657, 60.9288290977478, 55.838505840301515, 50.29730234146118, 46.901943588256835, 42.464005661010745, 38.8000186920166, 36.069202995300294, 33.14935560226441, 30.44780263900757, 28.582372093200682, 26.578521537780762, 24.501760959625244, 22.908053493499757, 21.34255404472351, 19.91110739707947, 18.92717409133911, 17.60749545097351, 16.922358179092406, 16.029990005493165, 15.311711478233338, 14.527225637435913, 14.064945650100707, 13.449449396133422, 12.943702864646912, 12.532477736473083, 12.19763171672821, 11.804894304275512, 11.587288570404052, 11.062195253372192, 10.941250252723695]",14130000
